subject,sendings,opens,open_rate
&#x1f5a4; Up to 81% off in our Pre-Black Friday Sale &#x1f5a4;,73710,25055,0.339913173
Limited time only: up to 88% off premium Wall Décor!,73410,17675,0.240771012
Until tomorrow! &#x1f381; Shop early Christmas gifts from only C$3.32!,73178,27348,0.373718877
&#x23f3; A few hours left! Get up to 93% off!,72795,18090,0.248506079
"(24h) Canvas Prints from $8.50, only for Labor Day!",72006,24244,0.336694164
The best deal of 2025: Capture your moments from $3.74!,71824,21580,0.300456672
Today only: Lock in up to 85% off and guaranteed Valentine’s delivery!,71420,25966,0.363567628
(24 h) Prices from just $3.12 – don't miss out!,71420,20730,0.290254831
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your {% endif %}{% endif %} VIP access: exclusive Father’s Day Sale inside",70332,22632,0.321788091
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, use{% else %}Use {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, use{% else %}Use {% endif %}{% endif %}code W91XZ97L on your ENTIRE order today!",70332,22632,0.321788091
Only 48 hours left &#x23f3; Grab discounts up to 88% off!,70315,20710,0.29453175
Clock is Ticking! Up to 87% Off Ends Soon – Act Now!,70210,20385,0.290343256
"&#x1f385; Your Christmas in July Secret discount awaits, {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% endif %}to unwrap?",70122,21648,0.30871909
&#x23f3; Today only: Up to 95% off ALL Canvas formats!,69982,22327,0.319039182
&#x1f525; Last chance! Final hours to save big on Canvas Prints!,69914,23690,0.338844867
Only today! Canvas Prints & Collages from $3.87,69872,22469,0.321573735
Last chance for Christmas delivery + up to 81% off!,69662,25428,0.365019666
Today only: Metal Prints from $8.99 (was $51!),69548,22372,0.321677115
&#x1f6a8; Final call: Save up to 90% + free delivery!,69440,20330,0.292770737
Your SALE offer with -92% off expires &#x1f633; Grab it now!,69250,23855,0.344476534
Only 48 hours! Wall Décor up to -87% off ,69245,17720,0.255902953
"Blankets, Canvas & more from $7 - Extra 10% Off on Photo Book ends tonight",69179,22115,0.319677937
"Today's Special! Canvas Prints, Wall Hangings, Collages from $7",69105,23490,0.339917517
&#x23f3;Ends soon! Canvas Prints & Wall Décor up to 87% off,69000,17645,0.255724638
"Last chance &#x231b; Don’t miss your ""Thank You"" offer – Up to 92% off!",68953,21198,0.307426798
SALE almost over: up to -87% ends tomorrow! &#x26a0;&#xfe0f; Shop now!,68880,23380,0.339430894
Last chance for Wall Decor from $2.74 - deal expires! &#x23f0;,68760,23340,0.339441536
Waiting won’t save you more—get your 93% discount now!,68611,22034,0.32114384
"Your VIP invite: FREE 12""x8"" Canvas Print",68552,29775,0.434341814
2 days! Amazing Wall Décor from $3.75,68530,23280,0.339705239
Until midnight! &#x23f3; Photo Products from $6.40,68370,22935,0.335454147
Last chance to save up to 87% on Photo Gifts,68335,23130,0.338479549
&#x2757;Until midnight: Photo Products from $4.50,68260,21210,0.310723703
"Your secret deal expires today{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} &#x26a1;&#xfe0f; Get the discount!",68245,24265,0.355557184
Forgot a gift? Get a Gift Card now!,68220,20776,0.304544122
Act quickly &#x23f0; – last chance for crazy discounts!,68058,20844,0.306268183
Memorial Day Savings: up to 81% off Canvas & Acrylic Prints,67976,24023,0.353404143
"&#x23f0; Final 48 Hours{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Claim Your -92% Thank You Discount!",67850,18030,0.265733235
From $3! Last change for huge holiday discounts!,67605,22880,0.338436506
Early Christmas shopping? &#x1f381; Save up to 81% now!,67551,22000,0.325679857
&#x1f4a5; 24-hour alert: Don’t miss out on Wall Décor deals – only until midnight!,67481,22518,0.333693929
&#x23f0; Hurry! Wall décor deals up to 87% off end today!,67372,21070,0.312741198
&#x23f0;Ending soon! Canvas from $10,67345,18010,0.267428911
It’s now or never! Last day to save big on Acrylic Prints!,67338,23034,0.342065401
Final opportunity! &#x1f525; Amazing prices from $2.73,67291,22251,0.330668291
It's savings season! Discover your hidden discount! &#x1f31f;,67208,22489,0.334617903
Prices starting from $ 69.00! &#x1f929; Shop Your Favourites Now!,67110,11845,0.176501267
Your up to -83% discount ends &#x1f631; Shop our Valentine's Day SALE now!,67062,24366,0.363335421
Last chance to save up to 92% on Wall Décor – don’t miss out!,66640,22140,0.332232893
"Your secret deal expires today{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} {% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} {% endif %}&#x26a1;&#xfe0f; Get the discount!",65968,21424,0.324763522
2 days: Mega discount on the best-selling Wall Décor  ,65815,18495,0.281014966
Everything you need for a perfect Picnic!,65797,15656,0.237943979
&#x23f3; 24h | Canvas Prints from $3.74,65756,21716,0.330251232
"Special access: get your FREE 8""x12"" Canvas now",65667,25305,0.385353374
"Last chance! Framed Photos, Canvas and Acrylic Prints from $3.75",65655,18185,0.276978143
&#x23f0;Only today I Canvas Prints & Photo Gifts up to 92% off ,65568,19740,0.301061493
&#x1f4a5; Only until midnight! Save up to 87%,65560,18420,0.280964002
Last chance for unbeatable discounts up to 89%!,65524,21596,0.329589158
Don't miss out! Your discount expires today! ,65445,17985,0.27481091
Veterans Day special: exclusive savings inside &#x1f396;&#xfe0f;,65280,21091,0.323085172
&#x1f496; Gift ideas from $7 + FREE Photo Tiles! Save now!,65179,18827,0.288850703
(24h) The best prices ever seen—are you joining in?,65129,21167,0.325001152
Expires soon: Huge discounts on Father's Day gifts! &#x1f4e2;,64890,17154,0.264355062
&#x23f0; Only 48 hours left: Photo Products from $4.50,64560,19650,0.30436803
(24h) Wall and Home Décor highly discounted &#x23f3;,64445,18885,0.293040577
48h | Your PhotoProducts offer will expire soon,64375,19360,0.300737864
Crazy Christmas! &#x1f385;&#x1f3fb; Get highest discount on XXL Canvas Prints!,64195,21295,0.331723654
" What are you waiting for{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %}Up to -92% ends tonight! &#x1f4a5;",64156,20640,0.321715818
From just $4.50 | Last chance for Valentine’s Day delivery &#x23f1;&#xfe0f;,64024,20924,0.326814944
&#x23f0; Last chance! Prices as low as $5.70 – Buy Bestsellers now!,63856,21420,0.335442245
&#x1f381; Up to 95% off – shop early Christmas gifts now!,63628,21248,0.333941032
&#x1f4e2; Don't miss out: grab the discount before it expires!,63416,17673,0.278683613
Last chance: Mother's Day gifts discounted by up to 92% &#x2764;&#xfe0f;,63265,18003,0.284564925
Last chance: up to -87% OFF,63025,21245,0.337088457
&#x1f525; 24-h Christmas Savings: everything is discounted!,62940,19400,0.30823006
Only till midnight: Save up to 87% on Canvas Prints!,62470,18825,0.301344645
Unveiling our revamped look: Your exclusive $10 gift Inside! &#x2b50;,62118,34481,0.555088702
"Hurry, your lucky break ends today—save before midnight!",61791,20322,0.328882847
(24h) Personalized Valentine’s Gifts from $3,61476,21556,0.350640901
Don't miss out on your ''Thank You'' offer,61462,18048,0.293644854
Valentine's Day SALE: up to -85% on ALL Canvases! &#x1f495;,61384,21740,0.354163952
Show your love &#x1f496; Canvas Prints from $8.50,61348,21456,0.349742453
80% off a giant Canvas Print!,61086,36815,0.602674917
Canvas £12 - Mug £5 - Cushion £10,60689,34380,0.566494752
93% off – 2 days only! Spring Showroom Sale is here!,60495,18645,0.30820729
Step into our Showroom – prices start at just $3! Only 2 days!,60425,18775,0.310715763
"&#x23f1;&#xfe0f; Countdown is on: Up to -92%, only a few hours left!",60390,18345,0.30377546
&#x23f3; Last reminder: EVERYTHING on Sale | From $2.61!,60335,18595,0.308195906
"&#x23f3; Today only, save up to -87% on Bestsellers",60308,19706,0.326755986
Try Your Luck! Spin the Wheel for a special Photo Product offer,59708,19304,0.32330676
"Only until midnight: 16"" x 24"" Canvas for $25",59375,17990,0.302989474
Today only: Our bestselling Canvas for $25,59365,18840,0.317358713
Memorial Day weekend sale — save up to 92%!,59310,18400,0.310234362
&#x1f5a4; Don't miss out: lowest prices on Photo Products!,59096,18616,0.31501286
" Hurry{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} Christmas deals starting at $3 &#x1f385;",59068,19016,0.321934042
Can you keep a secret? &#x1f92b; Your mystery deal is waiting!,59036,17680,0.299478284
HIGHEST discount level on bestsellers &#x1f31f;,58968,19456,0.329941663
"Do you really want to let this huge discount expire, {{ contact.1 }}?&#x1f630;",58842,21882,0.371877231
&#x1f381; Thanksgiving Savings: up to 80% off top Wall Décor!,58832,19916,0.338523253
Bestselling Wall Décors now on SALE! From $ 3.83 &#x1f389;,58457,31591,0.540414322
Labor Day Sale: Canvases from $3.87 – ends at midnight! &#x1f389;,57870,17715,0.306117159
Warning: this FREEBIE deal is running out | Gift ideas from $7 &#x1f193;,57850,18715,0.323509075
Last chance! Wall decorations from $ 3.83 &#x23f0;,57841,31808,0.549921336
Your Photo in a brand new light + savings of up to 77%,57588,24246,0.421025214
&#x26a1; Get ready for 4th of July: Crazy Sale on EVERYTHING | up to 93% off!,57564,15544,0.27002988
&#x26a1;&#xfe0f; Now: 4th of July Crazy Sale on EVERYTHING | Up to -92%,57564,15544,0.27002988
"Canvases from $13, Photo Boards from $12.60, Fleece Blankets from $22.25 ",56639,18114,0.319814968
Ready to sell more? Apparel’s the move &#x1f455;,55578,22656,0.407643312
Only 24 hours &#x23f3; Discounts up to 87%,55168,14968,0.271316705
Up to 92% off as our way of saying thanks!,54900,27165,0.494808743
&#x1f69a; Did someone say FREE shipping?,53384,18031,0.337760378
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, find{% else %}Find {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, find{% else %}Find {% endif %}{% endif %}  your Father’s Day gift inspiration - starting at just $4.50!",52731,16467,0.312283097
&#x23f0;Dont miss: Exclusive $ 10 gift Inside!,52035,28715,0.551840108
&#x1f389; Your Favorite Large Sizes Are Back in Stock! Shop Now!,52008,10092,0.19404707
You’re invited! Unlock your Mystery Discount for summer!,51085,10741,0.210257414
From $7! Last chance to enjoy Spring Sale offers!,51040,15960,0.312695925
Snatch up to -84% off on Wall & Home Decorations! &#x1f3e1;,50628,17988,0.355297464
"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %} Your {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %} Your {% endif %}{% endif %}code &#x1f525;CD1ST24CRM &#x1f525;| Triple savings guaranteed!",50472,7568,0.149944524
&#x1f525; Exclusive offer: Wall and Home Décor starting from $8,50196,27402,0.545900072
"❤️ Thank you for your trust{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %} ! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %} ! {% endif %}{% endif %}",50094,10866,0.216912205
Redesigned and ready for You: $10 savings on your next order! &#x1f4b3;,49860,27504,0.551624549
Final chance: Photo Products up to 83% off &#x1f680;Act now!,49680,18470,0.371779388
FREE canvas with your next order | Come back & use your exclusive newsletter-offer &#x1f48c;,49650,11761,0.236878147
Gift for you: £6 off your next order! &#x26a1; Flash deal until noon tomorrow!,49629,12139,0.244594894
Last chance for Photo Products from $3 - deal expires! &#x23f0;,49595,18325,0.369492892
"Your secret deal expires today, {{ contact.1 }} &#x26a1;&#xfe0f; Get the discount!",49490,18050,0.364720145
SALE almost over: up to -82%! &#x26a0;&#xfe0f; Shop now!,49455,18040,0.364776059
Today's Special! Canvas Prints and Photo Gifts from $7.50,49450,18160,0.367239636
"Buy more, save more!",49352,23415,0.474448857
Your Valentine's Sale offer with -77% off expires soon &#x1f633; Grab it now!,49350,18300,0.370820669
2 days! Amazing Wall Décor from $6.80,48950,18220,0.372216547
For Mom: top Canvas Prints up to 85% off + up to 5 FREE Photo Tiles &#x1f337;,48900,17510,0.35807771
Canvas Prints from $7 + FREE Photo Tiles + in-time delivery for Mother's Day!,48875,17000,0.347826087
Starting at just $3 &#x1f6a8; Best prices & timely Delivery!,48776,15356,0.314826964
Last day remaining! Prices starting from $ 69 &#x1f4e2;,47663,8679,0.18209093
"{% if contact.1 == true %}{{ contact.1 }}, MEGA{% else %}MEGA{% endif %} SALE ends at midnight - hurry!",47370,16720,0.352966012
&#x1f60d; Don’t miss Valentine’s Day Deals – Up to 81% off!,47165,17395,0.368811619
&#x1f490; Mother's Day Sale: Up to 81% Off!,46812,13013,0.277984278
"{% if contact.1 == true %} {{ contact.1 }}, you're {% else %}You're {% endif %}part of our 19 years story!",46433,16098,0.346693085
&#x1f6a8; Final call: 77% off sitewide!,46360,16520,0.356341674
&#x1f381; The ultimate gift of warmth - Shop now before It’s gone!,46037,12673,0.27527858
Want to redecorate your home? Prices from just £XX,46034,12839,0.27890255
Print Days Sale ends today! Get up to -85% NOW!,45880,13425,0.29261116
"Name, your up to -87% on Canvas & Collages is about to expire! &#x1f4a5;",45806,13008,0.283980265
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} Sunday's offer awaits – prices from £6.50",45785,12973,0.283346074
"From C$3.32! {% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}personalized gifts await",45765,13382,0.292406861
"You are one of our most loyal customers{% if contact.1 == '' %}!{% else %}, {{ contact.1 }}!{% endif %}",45696,26002,0.569021359
Thanksgiving starts early: huge discounts inside!,45634,13246,0.29026603
"NAME, don’t miss your discount!",45479,12771,0.280810924
"NAME, it’s now or never: save up to 87% on all Canvases!",45431,13602,0.299399089
"Hurry up{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Mother's Day offer expires at midnight!",45382,14347,0.316138557
Only until midnight &#x23f0; Celebrate Labour Day with savings up to 20%!,45168,10502,0.232509741
Wall Décor up to -79% &#x1f60d; Buy now!,44736,11472,0.256437768
Showroom with up to -85% is waiting!,44036,9867,0.224066673
Your Summer Flash Sale &#x26a1;&#xfe0f; Up to 80% off bestselling Wall Decorations + Extra 10% on Photo Books! ,43968,10002,0.227483624
Print Days Sale ends today! Get up to -15% NOW! ,43918,11570,0.263445512
"&#x1f514; Final 48 hours{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Claim Your -86% ""Thank You"" discount!",43885,9779,0.222832403
Exclusive Memorial Day offer: up to 86% OFF ends tonight!,43670,12470,0.285550721
&#x23f0; Last Chance! Prices from £5 - Shop Bestsellers Now! ,43616,10213,0.23415719
 &#x1f4e2; Your Wall & Home Decor discounts expire tomorrow!,43599,11109,0.254799422
Until tomorrow &#x1f6a8; Up to 71% off popular Canvas Prints!,43555,10300,0.236482608
Last 2 days to save – up to 80% off on Canvases & Photo Gifts!,43132,9959,0.230895855
"From £3.60 I Save big before it’s over ,{% if contact.1 == true %}{{ contact.1 }}! {% else %}!{% endif %}",43095,10235,0.23749855
&#x1f383; Treat yourself to wicked-good deals starting at C$3.32!,43015,11860,0.275717773
Sitewide savings + GUARANTEED Christmas delivery,43005,11845,0.275433089
&#x1f525; Exclusive offer: Wall and Home Décor starting from $6.80,42863,23433,0.546695285
Only 48h: Most popular Canvas Prints up to 74% off,42729,10385,0.243043366
"&#x1f4a5; {% if contact.1 == true %}{{ contact.1 }}, act {% else %}Act {% endif %}fast! Up to 90% off Bestsellers ends soon!",42698,10306,0.241369619
"&#x1f4af; These products are a must-have{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} | Now with massive discounts of up to 90%!",42629,10406,0.244106125
&#x1f4a5; Black Week starts! Massive discounts of up to 90%! ,42629,10406,0.244106125
"&#x1f4af; These products are a must-have {% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} | Now with massive discounts!",42629,10406,0.244106125
"Attention, emotions inside {% if contact.1 == true %} {{ contact.1 }} {% else %} |  {% endif %} | &#x1f381; Gift ideas with a discount guarantee",42487,10481,0.246687222
Last chance for scary-good savings on Wall Décor!,42315,13990,0.330615621
"Your exclusive Canvas offer awaits, decorate your home now! ",42300,17710,0.418676123
Don't miss - Home Decorations from just $ 4.90 &#x1f929;,42215,16565,0.392396068
Easter Canvas Sale -  Last chance to save BIG! &#x2600;&#xfe0f;,42160,18455,0.437737192
Don't miss out: Photo Products from only $ 3.83,42115,22020,0.52285409
Discounts up to -86% expire soon! &#x23f0;,42080,17905,0.425499049
"&#x1f6d2; {% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}, ready {% else %}Ready{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}, ready {% else %}Ready{% endif %}{% endif %}to save? 3 days – up to 87% off!",42072,12504,0.297204792
Smarter selling starts here – Meet merchOne &#x1f680;,42022,18162,0.43220218
&#x1f4b0; Take your chance! Discounts up to 86%!,41940,23270,0.554840248
From $14.90 | Offer expires soon!,41925,18475,0.440667859
Discounts up to 86% !Wall Décor at great prices! &#x1f525;,41765,22185,0.5311864
&#x23f0;Dont miss: Exclusive $10 gift Inside!,41628,22972,0.551840108
Let’s get you set up – Step-by-step &#x1f4e6;,41598,17046,0.409779316
&#x1f525; Exclusive offer: Wall and Home Décor from $ 3.40,41265,16808,0.407318551
Last chance&#x1f4a5;: Save up to 87% on Photo Products,40452,10392,0.256897063
From C$6.57 | Exclusive Spring Sale offer!,39957,10260,0.256776034
 Time’s running out &#x23f0; – Last chance for Crazy Discounts!,39678,11451,0.288598216
"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}{% endif %} code &#x1f525; CA1ST24CRM &#x1f525;| Double savings guaranteed!",39655,11243,0.283520363
Last day remaining! Prices starting from $ 69.00  &#x1f4e2;,38997,7101,0.18209093
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, the {% else %}The {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, the {% else %}The {% endif %}{% endif %}year is almost over – discover our highlights! Starting at $2.61 &#x1f525;",38928,12507,0.32128545
&#x2764;&#xfe0f; Make it special: Canvases from $8.50 + guaranteed delivery!,37888,14356,0.37890625
LUCKY24MP_MPUK_SA_2544_ATTENTIVE_REM,37821,12362,0.326855451
&#x23f0; Only till midnight: Save up to 87% on Canvas Prints!,37482,11295,0.301344645
Best-selling wall art - Now from $3.74,37359,10911,0.292058139
Last day of the MEGA Prime Deals Sale,37080,13008,0.350809061
&#x1f60d; Big savings on Canvas Prints – up to 87% off!,36672,11553,0.315035995
&#x23f0; Bonus Time! Valentine’s Gifts Starting at $2.61,36450,11409,0.313004115
(24 h) Mega Singles' Day Sale I Save up to 25% on bestsellers!,36332,9388,0.258394803
&#x23f3; Until midnight: Bestsellers from C$3.32,36309,9510,0.261918533
Spring SALE!&#x1f33c; Prices starting at C$3.32!,35848,8303,0.231616827
Save BIG on Canvas Prints – perfect gift for Mother’s Day!,35406,7362,0.207930859
Mother's Day Sale! Bestsellers from only C$3.71 &#x1f31f;,35332,7229,0.20460206
Mega Canvas Sale for Mother's Day,35298,7511,0.21278826
&#x2757;Until midnight: bestsellers from C$6.57 ,35198,11225,0.318910165
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, find{% else %}Find {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, find{% else %}Find {% endif %}{% endif %}  your Father’s Day gift inspiration - EXTRA discount!",35154,10978,0.312283097
&#x1f6a8; Last chance! Your code J3ADY4XC expires at midnight,35080,10156,0.289509692
It's now or never: your summer discount expires today! &#x1f4a5;,34948,10080,0.288428522
The gift for Dad who has everything!,34928,10312,0.295235914
Memorial Day Sale! Savings of up to 86%,34820,10068,0.28914417
Back in Stock deal expires at midnight! Act fast! &#x23f0;,34800,6432,0.184827586
4 days | Up to -89% on our absolute bestsellers!,34559,8252,0.238780057
"MEGA Sale from $8.50 | Canvas with size discount{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",34556,12008,0.347493923
&#x1f929; Black Friday Sale– Bestsellers from just $2.61*!,34419,10398,0.302100584
Up to 82% off Canvas Prints – your wall needs this,34416,10524,0.305788006
"Lowest Prices EVER on Aluminium – from just $8.99{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",34038,10359,0.30433633
Today only! Save up to 85% on Wall & Home Décor,33968,11924,0.351036269
"&#x23f3; Hurry{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Get up to 92% OFF EVERYTHING – offer ends today!",33846,10461,0.309076405
"From $6.80! A little ""thank you"" treat just for you{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}",33777,11449,0.338958463
Hurry! 2 days left to grab holiday deals &#x1f381;,33772,11684,0.345967073
Final call: reveal your secret savings before they disappear!,33756,11344,0.336058775
Discounts up to -84% on Canvases and Home Décor &#x1f338; ,33704,16020,0.475314503
Gobble up the savings: Canvas Prints from just C$6.57! &#x1f983;,33536,7842,0.233838263
Print Days Sale ends today! Get up to -15% NOW!,32852,10364,0.315475466
"Canvas prints from $10.90 &#x2763;&#xfe0f; Get them now{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %}",32690,16171,0.494677271
"{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}summer surprise is still alive… but not for long!",32690,6380,0.195166718
Early Thanksgiving Sale ends tonight!,32350,9300,0.28748068
"&#x1f496; Thank you for loyalty{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}Pre-Black Friday savings – up to 20% off",32259,10086,0.312656933
Ends tomorrow: save up to 25% sitewide,32150,9080,0.282426128
Today only: TOP sellers from C$3.71,31986,9162,0.286437817
"What are you waiting for{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %} Up to -15% ends tomorrow! &#x1f4a5;",31970,9480,0.296527995
"Your order from {% if contact.1 == '' %}{{ contact.919|localized_date(contact.12,'MM/dd/yyyy') }}{% else %}{{ contact.919|localized_date(contact.12,'MM/dd/yyyy') }}{% endif %}",30578,8438,0.275950029
Print Days Sale! Canvas Prints from C$6.57,30325,6885,0.227040396
Just in time for Mother’s Day!,30290,7405,0.244470122
"Your name as artwork{% if contact.1 == true %}, {{ contact.1 }}{% else %}{% endif %} &#x1f3a8; Create yours today!",30235,7988,0.264197123
"Your name as artwork, FIRSTNAME &#x1f3a8; Create yours today!",29925,8334,0.278496241
Only for you! 10% discount + FREE Shipping!,29600,7141,0.24125
The perfect gift for Dad –  from just $3!,29250,10467,0.357846154
"{% if contact.1 == true %}{{ contact.1 }}, get{% else %}Get{% endif %} up to 81% off only this Memorial Day Sale",29238,10575,0.361686846
From C$3.32! Personalized Father’s Day gifts,29201,6226,0.213211876
Reminder &#x1f525; Canvases up to 87% off! ,29086,7158,0.246097779
Special Deals just for you{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}! {% else %}! {% endif %}{% endif %} ,29050,7656,0.263545611
From as little as C$6.67 | Last Chance for delivery before Valentine's Day &#x23f1;&#xfe0f;,29045,8408,0.289481839
&#x26a1;&#xfe0f; Now: 4th of July Crazy Sale on EVERYTHING | Up to 93%,28782,7772,0.27002988
Only today! Canvas Prints & Collages up to 92% off,27282,7928,0.290594531
"{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}, last {% else %}Last{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}, last {% else %}Last{% endif %}{% endif %}chance to save on Canvases – prices start at $4!",27076,7728,0.285418821
Spring Sale I Canvas Prints & Photo Gifts – Up to 92% OFF! &#x1f338; ,26994,6403,0.237200859
"ALL products at crazy prices{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} | Save now!",26994,9420,0.348966437
This isn’t a drill &#x26a0;&#xfe0f; – Last chance for Crazy Discounts!,26452,7634,0.288598216
"Do you really want to let your code CS1ST24CRM expire{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %} &#x23f0;",26090,5095,0.19528555
Ends soon! Holiday deals up to 81% off,25365,8523,0.336014193
From as little as C$6.57 | Delivery before Mother's Day &#x1f381; ,24822,6930,0.279187817
"Capture the moment: Canvas, Acrylic, Metal Prints from $3.87",24598,8130,0.330514676
"All Canvas sizes discounted, don't miss this chance! &#x1f525;",24587,8125,0.330459186
"{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}, you’ll {% else %}You’ll {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}, you’ll {% else %}You’ll {% endif %}{% endif %}love this deal: Wall Décor starting at just $2.73 &#x1f60d;",24572,7916,0.322155299
&#x1f383; Jaw-dropping discounts inside!,24344,6312,0.259283602
We will delete your Photo Book project soon!,24310,8979,0.369354175
&#x1f6a8; Final call: custom Photo Products from C$3.43,24304,7637,0.314228111
Special thanks &#x1f496; Enjoy exclusive Black Friday offers with up to 20% off!,24288,6132,0.252470356
"&#x1f4a5; 24 Hours to Unlock HUGE Savings – Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",23122,6986,0.302136493
"Special access: get your FREE 12""x8""Canvas now",22164,9439,0.425870781
Only today! | Labor Day Sale,21539,5530,0.256743581
From C$5.84! Wall Décor sale ends at midnight!,21012,6600,0.314106225
Super Size your savings: bigger canvas = bigger discount!&#x1f4b0;| From C$6.57,20958,6498,0.310048669
Your name as a Van Gogh artwork created by AI &#x1f3a8; Try it out now!,19983,5119,0.256167743
Until midnight! Canvas Prints from $3.50,19152,6516,0.340225564
Happy Easter from Picanova! All Canvas sizes discounted! &#x1f430;,18908,6436,0.340385022
Thanksgiving cheers! Enjoy discounts on every Canvas format,18306,4728,0.258275975
"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, make {% else %}Make {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, make {% else %}Make {% endif %}{% endif %}Father's Day unforgettable | From only C$3.51! &#x1f490;",18090,4775,0.263957988
